tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2009-07-03 00:00:00,2010,CAPITAL FEDERAL Nº 010,Ciudad Autónoma de Bs.As.,Protocolo 21,2010,05,SEDAN 5 PUERTAS,2010,CHEVROLET,2010,MERIVA GL PLUS 1.8 SOHC,2010,Público,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2010,ARGENTINA,2010,2010,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2012-07-02 00:00:00,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,1319,05,SEDAN 5 PUERTAS,1319,CHEVROLET,1319,MERIVA GL 1.8,1319,Privado,Física,LAFERRERE,BUENOS AIRES,Femenino,1319,ARGENTINA,1319,1319,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,2008-07-08 00:00:00,1215,SAN ISIDRO Nº 08,Buenos Aires,Protocolo 21,1215,05,SEDAN 5 PTAS,1215,VOLKSWAGEN,1215,FOX 1.6,1215,Privado,Física,BECCAR-SAN ISIDRO,BUENOS AIRES,No identificado,1215,No identificado,1215,1215,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2005-06-28 00:00:00,1308,MERLO Nº 4,Buenos Aires,Importado,1308,05,SEDAN 5 PUERTAS,1308,CHEVROLET,1308,ASTRA GL 2.0,1308,Privado,Física,MERLO,BUENOS AIRES,Masculino,1308,ARGENTINA,1308,1308,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2012-03-23 00:00:00,1308,MERLO Nº 4,Buenos Aires,Protocolo 21,1308,05,SEDAN 5 PTAS,1308,FIAT,1308,UNO FIRE 1242 MPI 8V,1308,Privado,Física,MERLO,BUENOS AIRES,Masculino,1308,ARGENTINA,1308,1308,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2001-01-17 00:00:00,1216,QUILMES Nº 7,Buenos Aires,Importado,1216,05,SEDAN 5 PTAS,1216,HYUNDAI,1216,ATOS GLS,1216,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1216,ARGENTINA,1216,1216,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2019-01-08 00:00:00,2008,CAPITAL FEDERAL Nº 008,Ciudad Autónoma de Bs.As.,Protocolo 21,2008,05,SEDAN 5 PUERTAS,2008,FORD,2008,FIESTA 1.6L TITANIUM POWERSHIFT,2008,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2008,ARGENTINA,2008,2008,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2018-08-31 00:00:00,1216,QUILMES Nº 7,Buenos Aires,Protocolo 21,1216,05,SEDAN 5 PUERTAS,1216,FORD,1216,KA S 1.5L,1216,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1216,ARGENTINA,1216,1216,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2007-08-07 00:00:00,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,1319,05,SEDAN 5 PUERTAS,1319,CITROEN,1319,C3 1.4HDI XTR,1319,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1319,ARGENTINA,1319,1319,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2018-02-19 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,1226,05,SEDAN 5 PUERTAS,1226,VOLKSWAGEN,1226,TAKE UP! 1.0 MPI,1226,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,1999-08-04 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,1226,05,SEDAN 5 PTAS,1226,CHEVROLET,1226,CORSA GL 1.6 MPFI,1226,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2013-12-03 00:00:00,2006,CAPITAL FEDERAL Nº 006,Ciudad Autónoma de Bs.As.,Importado,2006,05,SEDAN 5 PUERTAS,2006,AUDI,2006,A1 SPORTBACK 1.4 TFSI,2006,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2006,ARGENTINA,2006,2006,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2004-09-09 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Protocolo 21,1226,05,SEDAN 5 PTAS,1226,CHEVROLET,1226,MERIVA GL 1.8,1226,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,Masculino,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2021-03-09 00:00:00,1227,LA MATANZA Nº 10,Buenos Aires,Protocolo 21,1227,05,SEDAN 5 PUERTAS,1227,CHEVROLET,1227,ONIX 1.2 LT MT TECH,1227,Privado,Física,GREGORIO DE LAFERRERE,BUENOS AIRES,Masculino,1227,ARGENTINA,1227,1227,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2005-02-28 00:00:00,2011,CAPITAL FEDERAL Nº 011,Ciudad Autónoma de Bs.As.,Protocolo 21,2011,05,SEDAN 5 PTAS,2011,CHEVROLET,2011,MERIVA GL 1.8,2011,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2011,ARGENTINA,2011,2011,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2014-11-26 00:00:00,1238,TIGRE Nº 4,Buenos Aires,Protocolo 21,1238,05,SEDAN 5 PUERTAS,1238,VOLKSWAGEN,1238,GOL TREND 1.6,1238,Privado,Física,GENERAL PACHECO,BUENOS AIRES,Masculino,1238,ARGENTINA,1238,1238,ARG
COMUNICACIÓN DE RECUPERO,2022-01-13 00:00:00,2011-08-04 00:00:00,1295,EZEIZA Nº 2,Buenos Aires,Protocolo 21,1295,05,SEDAN 5 PTAS,1295,VOLKSWAGEN,1295,GOL 1.4 L,1295,Privado,Física,TRISTAN SUAREZ,BUENOS AIRES,No identificado,1295,ARGENTINA,1295,1295,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2004-11-23 00:00:00,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Protocolo 21,1256,05,SEDAN 5 PTAS,1256,CHEVROLET,1256,MERIVA GL 1.7 DTI,1256,Privado,Física,MARTIN CORONADO,BUENOS AIRES,Masculino,1256,ARGENTINA,1256,1256,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2010-08-05 00:00:00,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Protocolo 21,1256,05,SEDAN 5 PTAS,1256,FIAT,1256,PUNTO ELX 1.4,1256,Privado,Física,SANTOS LUGARES,BUENOS AIRES,No identificado,1256,ARGENTINA,1256,1256,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2013-03-04 00:00:00,1239,QUILMES Nº 8,Buenos Aires,Protocolo 21,1239,05,SEDAN 5 PUERTAS,1239,VOLKSWAGEN,1239,GOL TREND 1.6 GP,1239,Privado,Física,QUILMES,BUENOS AIRES,No identificado,1239,ARGENTINA,1239,1239,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2017-06-21 00:00:00,1239,QUILMES Nº 8,Buenos Aires,Protocolo 21,1239,05,SEDAN 5 PUERTAS,1239,RENAULT,1239,NUEVO SANDERO STEPWAY PRIVILEGE,1239,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1239,ESPAÑA,1239,1239,ESP
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2014-01-23 00:00:00,1239,QUILMES Nº 8,Buenos Aires,Protocolo 21,1239,05,SEDAN 5 PUERTAS,1239,VOLKSWAGEN,1239,GOL TREND 1.6 GP,1239,Privado,Física,QUILMES,BUENOS AIRES,Masculino,1239,ARGENTINA,1239,1239,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2012-02-22 00:00:00,1269,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,1269,05,SEDAN 5 PTAS,1269,VOLKSWAGEN,1269,FOX 1.6,1269,Privado,Física,VILLA MADERO,BUENOS AIRES,Femenino,1269,ARGENTINA,1269,1269,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2011-11-23 00:00:00,1252,QUILMES Nº 5 (EX 9),Buenos Aires,Protocolo 21,1252,05,SEDAN 5 PTAS,1252,VOLKSWAGEN,1252,GOL TREND 1.6,1252,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1252,ARGENTINA,1252,1252,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2011-11-18 00:00:00,1285,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,1285,05,SEDAN 5 PTAS,1285,VOLKSWAGEN,1285,GOL TREND 1.6,1285,Privado,Física,MONTE GRANDE,BUENOS AIRES,No identificado,1285,ARGENTINA,1285,1285,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2005-10-26 00:00:00,1285,ESTEBAN ECHEVERRIA Nº 4,Buenos Aires,Protocolo 21,1285,05,SEDAN 5 PTAS,1285,CHEVROLET,1285,MERIVA GL 1.8,1285,Privado,Física,EL JAGUEL,BUENOS AIRES,No identificado,1285,ARGENTINA,1285,1285,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2013-02-05 00:00:00,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Protocolo 21,1256,05,SEDAN 5 PUERTAS,1256,CITROEN,1256,XSARA PICASSO 1.6I 16V EXC. AM14,1256,Privado,Física,LOMA HERMOSA,BUENOS AIRES,No identificado,1256,ARGENTINA,1256,1256,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2012-05-22 00:00:00,1240,JOSE C. PAZ Nº 1,Buenos Aires,Importado,1240,05,SEDAN 5 PTAS,1240,FORD,1240,FIESTA KINETIC DESIGN TITANIUM,1240,Privado,Física,JOSE C. PAZ,BUENOS AIRES,No identificado,1240,ARGENTINA,1240,1240,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,1998-01-19 00:00:00,1238,TIGRE Nº 4,Buenos Aires,Importado,1238,05,SEDAN 5 PTAS,1238,DAEWOO,1238,TICO SX,1238,Privado,Física,TRNCOS DEL TALAR,BUENOS AIRES,Femenino,1238,ARGENTINA,1238,1238,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2020-01-31 00:00:00,1240,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,1240,05,SEDAN 5 PUERTAS,1240,FIAT,1240,MOBI 1.0 8V EASY,1240,Privado,Física,JOSE C PAZ,BUENOS AIRES,Masculino,1240,ARGENTINA,1240,1240,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2018-06-18 00:00:00,1287,ITUZAINGO Nº 3,Buenos Aires,Protocolo 21,1287,05,SEDAN 5 PUERTAS,1287,FORD,1287,FIESTA 1.6L SE,1287,Privado,Física,PARQUE LELOIR,BUENOS AIRES,Femenino,1287,ARGENTINA,1287,1287,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2010-10-25 00:00:00,1288,MORENO Nº 5,Buenos Aires,Protocolo 21,1288,05,SEDAN 5 PTAS,1288,VOLKSWAGEN,1288,GOL 1.6,1288,Privado,Física,PASO DEL REY,BUENOS AIRES,Femenino,1288,ARGENTINA,1288,1288,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2008-06-12 00:00:00,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Importado,1256,05,SEDAN 5 PTAS,1256,BMW,1256,116 I,1256,Privado,Física,3 DE FEBRERO,BUENOS AIRES,Masculino,1256,ARGENTINA,1256,1256,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2019-01-29 00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Protocolo 21,1237,05,SEDAN 5 PUERTAS,1237,VOLKSWAGEN,1237,GOL TREND TRENDLINE 1.6 GAS 101CV MQ,1237,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Femenino,1237,ARGENTINA,1237,1237,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2017-11-13 00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Protocolo 21,1237,05,SEDAN 5 PUERTAS,1237,CHEVROLET,1237,ONIX JOY 5P 1.4 N LS MT +,1237,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,Masculino,1237,ARGENTINA,1237,1237,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2017-03-21 00:00:00,1291,CAMPANA Nº 3,Buenos Aires,Protocolo 21,1291,05,SEDAN 5 PUERTAS,1291,CHEVROLET,1291,ONIX JOY 5P 1.4 N LS MT +,1291,Privado,Física,CAMPANA,BUENOS AIRES,Femenino,1291,ARGENTINA,1291,1291,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,1998-09-11 00:00:00,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,1266,05,SEDAN 5 PTAS,1266,VOLKSWAGEN,1266,GOL GL 1.6 MI,1266,Privado,Física,ING PABLO NOGUES,BUENOS AIRES,No identificado,1266,ARGENTINA,1266,1266,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2013-08-02 00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Protocolo 21,1237,05,SEDAN 5 PUERTAS,1237,VOLKSWAGEN,1237,GOL TREND 1.6 GP,1237,Privado,Física,BANFIELD,BUENOS AIRES,No identificado,1237,ARGENTINA,1237,1237,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,1996-01-26 00:00:00,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,1266,05,SEDAN 5 PUERTAS,1266,CHEVROLET,1266,CORSA GL 1.4 E.F.I.,1266,Privado,Física,GRAND  BOURG,BUENOS AIRES,Masculino,1266,ARGENTINA,1266,1266,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2014-04-03 00:00:00,1266,MALVINAS ARGENTINAS Nº 3,Buenos Aires,Protocolo 21,1266,05,SEDAN 5 PUERTAS,1266,CITROEN,1266,C3 PICASSO 1.6 VTI 115 TENDANCE,1266,Privado,Física,INGENIERO PABLO NOGUÉS,BUENOS AIRES,No identificado,1266,ARGENTINA,1266,1266,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2010-05-20 00:00:00,1237,LOMAS DE ZAMORA Nº 7,Buenos Aires,Protocolo 21,1237,05,SEDAN 5 PTAS,1237,VOLKSWAGEN,1237,FOX 1.6,1237,Privado,Física,LOMAS DE ZAMORA,BUENOS AIRES,No identificado,1237,ARGENTINA,1237,1237,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2006-11-20 00:00:00,1286,LA PLATA Nº 15,Buenos Aires,Protocolo 21,1286,05,SEDAN 5 PUERTAS,1286,CITROEN,1286,C3 1.4 HDI EXCLUSIVE,1286,Privado,Física,VILLA ELISA,BUENOS AIRES,Femenino,1286,ARGENTINA,1286,1286,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2004-02-24 00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,1271,05,SEDAN 5 PTAS,1271,CITROEN,1271,XSARA PICASSO 2.0I,1271,Privado,Física,JOSÉ C. PAZ,BUENOS AIRES,Masculino,1271,ARGENTINA,1271,1271,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2013-10-22 00:00:00,1251,LANUS Nº 8,Buenos Aires,Protocolo 21,1251,05,SEDAN 5 PUERTAS,1251,PEUGEOT,1251,208 ALLURE 1.5 N,1251,Privado,Física,LANÚS OESTE,BUENOS AIRES,Masculino,1251,ARGENTINA,1251,1251,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2008-04-08 00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,1271,05,SEDAN 5 PTAS,1271,CHEVROLET,1271,MERIVA GLS 1.7 DTI,1271,Privado,Física,JOSE C.PAZ,BUENOS AIRES,No identificado,1271,ARGENTINA,1271,1271,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2005-05-18 00:00:00,1250,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Protocolo 21,1250,05,SEDAN 5 PUERTAS,1250,VOLKSWAGEN,1250,GOL 1.6,1250,Privado,Física,ITUZAINGO,BUENOS AIRES,Femenino,1250,ARGENTINA,1250,1250,ARG
COMUNICACIÓN DE RECUPERO,2022-01-06 00:00:00,1996-01-17 00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Importado,1271,05,SEDAN 5 PTAS,1271,FORD,1271,FIESTA CLX,1271,Privado,Física,JOSE C PAZ,BUENOS AIRES,No identificado,1271,ARGENTINA,1271,1271,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2013-06-18 00:00:00,1252,QUILMES Nº 5 (EX 9),Buenos Aires,Protocolo 21,1252,05,SEDAN 5 PUERTAS,1252,FIAT,1252,PUNTO ATTRACTIVE 1.4 8V,1252,Privado,Física,CHACABUCO,BUENOS AIRES,Femenino,1252,ARGENTINA,1252,1252,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2012-12-04 00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,1271,05,SEDAN 5 PUERTAS,1271,CHEVROLET,1271,SPIN 1.8 N LTZ M/T,1271,Privado,Física,JOSÉ C. PAZ,BUENOS AIRES,No identificado,1271,ARGENTINA,1271,1271,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2020-11-30 00:00:00,1250,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Protocolo 21,1250,05,SEDAN 5 PUERTAS,1250,VOLKSWAGEN,1250,HIGH UP! 1.0 MPI,1250,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Femenino,1250,ARGENTINA,1250,1250,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2011-10-31 00:00:00,1250,ITUZAINGÓ Nº 2 (EX. MORÓN Nº 11),Buenos Aires,Protocolo 21,1250,05,SEDAN 5 PTAS,1250,FIAT,1250,UNO FIRE 1242 MPI 8V,1250,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Masculino,1250,ARGENTINA,1250,1250,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2011-08-18 00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,1271,05,SEDAN 5 PUERTAS,1271,CHEVROLET,1271,CELTA 1.4 LS,1271,Privado,Física,JOSE C. PAZ,BUENOS AIRES,Femenino,1271,ARGENTINA,1271,1271,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2012-03-27 00:00:00,1247,GENERAL RODRIGUEZ Nº 2,Buenos Aires,Protocolo 21,1247,05,SEDAN 5 PTAS,1247,FIAT,1247,PUNTO ATTRACTIVE 1.4 8V,1247,Privado,Física,GENERAL RODRIGUEZ,BUENOS AIRES,Masculino,1247,ARGENTINA,1247,1247,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,1998-09-10 00:00:00,1271,JOSE C. PAZ Nº 2,Buenos Aires,Protocolo 21,1271,05,SEDAN 5 PTAS,1271,VOLKSWAGEN,1271,GOL GL 1.6 MI,1271,Privado,Física,JOSÉ C. PAZ,BUENOS AIRES,No identificado,1271,ARGENTINA,1271,1271,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2010-01-12 00:00:00,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Importado,1256,05,SEDAN 5 PTAS,1256,NISSAN,1256,TIIDA 1.8 6MT VISIA,1256,Privado,Física,VILLA BALLESTER,BUENOS AIRES,Masculino,1256,ARGENTINA,1256,1256,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2018-08-24 00:00:00,1199,LANUS Nº 6,Buenos Aires,Protocolo 21,1199,05,SEDAN 5 PUERTAS,1199,FIAT,1199,ARGO DRIVE 1.3,1199,Privado,Física,LANUS,BUENOS AIRES,Femenino,1199,ARGENTINA,1199,1199,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2015-04-24 00:00:00,1268,TANDIL Nº 3,Buenos Aires,Protocolo 21,1268,05,SEDAN 5 PUERTAS,1268,CHEVROLET,1268,SPIN 1.8 N LT M/T,1268,Privado,Física,TANDIL,BUENOS AIRES,Masculino,1268,ARGENTINA,1268,1268,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2018-01-17 00:00:00,1244,LA MATANZA Nº 11,Buenos Aires,Protocolo 21,1244,05,SEDAN 5 PUERTAS,1244,PEUGEOT,1244,208 ALLURE 1.6,1244,Privado,Física,RAMOS MEJIA,BUENOS AIRES,Femenino,1244,ARGENTINA,1244,1244,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,1996-01-30 00:00:00,1269,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,1269,05,SEDAN 5 PUERTAS,1269,CHEVROLET,1269,CORSA GL 1.4 E.F.I.,1269,Privado,Física,LA SALADA,BUENOS AIRES,Femenino,1269,ARGENTINA,1269,1269,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,2009-02-11 00:00:00,1269,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,1269,05,SEDAN 5 PTAS,1269,VOLKSWAGEN,1269,GOL TREND 1.6,1269,Privado,Física,RAFAEL CASTILLO,BUENOS AIRES,Masculino,1269,ARGENTINA,1269,1269,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2007-11-01 00:00:00,1244,LA MATANZA Nº 11,Buenos Aires,Protocolo 21,1244,05,SEDAN 5 PTAS,1244,FIAT,1244,IDEA ELX 1.4 MPI 8V,1244,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1244,ARGENTINA,1244,1244,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2010-07-08 00:00:00,1273,MORENO Nº 4,Buenos Aires,Protocolo 21,1273,05,SEDAN 5 PUERTAS,1273,CHEVROLET,1273,MERIVA GL 1.8,1273,Privado,Física,TRUJUI,BUENOS AIRES,No identificado,1273,ARGENTINA,1273,1273,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-11 00:00:00,2009-10-06 00:00:00,1269,LA MATANZA Nº 12,Buenos Aires,Protocolo 21,1269,05,SEDAN 5 PTAS,1269,FIAT,1269,PUNTO ELX 1.3 JTD,1269,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1269,ARGENTINA,1269,1269,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2002-03-27 00:00:00,1243,BERAZATEGUI Nº 4,Buenos Aires,Protocolo 21,1243,05,SEDAN 5 PTAS,1243,CITROEN,1243,XSARA SX 1.9D,1243,Privado,Física,BERAZATEGUI,BUENOS AIRES,Masculino,1243,ARGENTINA,1243,1243,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2009-11-17 00:00:00,1273,MORENO Nº 4,Buenos Aires,Protocolo 21,1273,05,SEDAN 5 PTAS,1273,CHEVROLET,1273,MERIVA GL 1.8,1273,Privado,Física,MORENO,BUENOS AIRES,Masculino,1273,PARAGUAY,1273,1273,PRY
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2019-01-31 00:00:00,1256,TRES DE FEBRERO Nº 6,Buenos Aires,Protocolo 21,1256,05,SEDAN 5 PUERTAS,1256,VOLKSWAGEN,1256,POLO TRENDLINE 1.6 MSI 110CV,1256,Privado,Física,LOMA HERMOSA,BUENOS AIRES,Masculino,1256,ARGENTINA,1256,1256,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2008-08-20 00:00:00,1240,JOSE C. PAZ Nº 1,Buenos Aires,Protocolo 21,1240,05,SEDAN 5 PTAS,1240,VOLKSWAGEN,1240,FOX 1.6,1240,Privado,Física,JOSE C. PAZ,BUENOS AIRES,Femenino,1240,ARGENTINA,1240,1240,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,1998-06-26 00:00:00,1280,ESCOBAR Nº 3 (EX. INGENIERO MASCHWITZ),Buenos Aires,Protocolo 21,1280,05,SEDAN 5 PTAS,1280,VOLKSWAGEN,1280,GOL GL 1.6D,1280,Privado,Física,GARIN,BUENOS AIRES,No identificado,1280,ARGENTINA,1280,1280,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2020-09-01 00:00:00,1245,LA PLATA Nº 11,Buenos Aires,Protocolo 21,1245,05,SEDAN 5 PUERTAS,1245,VOLKSWAGEN,1245,POLO COMFORTLINE 1.6 MSI 110CV,1245,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1245,ARGENTINA,1245,1245,ARG
