tramite_tipo,tramite_fecha,fecha_inscripcion_inicial,registro_seccional_codigo,registro_seccional_descripcion,registro_seccional_provincia,automotor_origen,automotor_anio_modelo,automotor_tipo_codigo,automotor_tipo_descripcion,automotor_marca_codigo,automotor_marca_descripcion,automotor_modelo_codigo,automotor_modelo_descripcion,automotor_uso_codigo,automotor_uso_descripcion,titular_tipo_persona,titular_domicilio_localidad,titular_domicilio_provincia,titular_genero,titular_anio_nacimiento,titular_pais_nacimiento,titular_porcentaje_titularidad,titular_domicilio_provincia_id,titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2012-07-06 00:00:00,13011,MENDOZA Nº 05,Mendoza,Protocolo 21,13011,82,PICK-UP CABINA DOBLE,13011,FIAT,13011,STRADA ADVENTURE 1.6,13011,Privado,Física,EL ZAPALLAR,MENDOZA,Femenino,13011,ARGENTINA,13011,13011,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2014-06-25 00:00:00,1193,LUJAN Nº 2,Buenos Aires,Protocolo 21,1193,82,PICK-UP CABINA DOBLE,1193,FIAT,1193,STRADA ADVENTURE 1.6,1193,Privado,Física,LUJAN,BUENOS AIRES,Femenino,1193,ARGENTINA,1193,1193,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2020-11-19 00:00:00,4027,RIO SEGUNDO Nº 1,Córdoba,Protocolo 21,4027,82,PICK-UP CABINA DOBLE,4027,FIAT,4027,TORO FREEDOM 1.8 16V 4X2 AT6,4027,Privado,Física,PILAR,CORDOBA,Femenino,4027,ARGENTINA,4027,4027,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2017-09-19 00:00:00,4069,RIO CEBALLOS,Córdoba,Protocolo 21,4069,82,PICK-UP CABINA DOBLE,4069,FIAT,4069,TORO FREEDOM 2.0 16V 4X4,4069,Privado,Física,RÍO CEBALLOS,CORDOBA,Femenino,4069,ARGENTINA,4069,4069,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2008-01-03 00:00:00,1043,LA PLATA Nº 01,Buenos Aires,Protocolo 21,1043,82,PICK-UP CABINA DOBLE,1043,MITSUBISHI,1043,L200 OUTDOOR HPE,1043,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1043,ARGENTINA,1043,1043,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2020-03-17 00:00:00,1004,AVELLANEDA Nº 1,Buenos Aires,Protocolo 21,1004,82,PICK-UP CABINA DOBLE,1004,CHEVROLET,1004,S10 CD 2.8 TD 4X4 HC AT,1004,Privado,Jurídica,WILDE,BUENOS AIRES,No aplica,1004,No aplica,1004,1004,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-03 00:00:00,2018-11-22 00:00:00,4055,CORDOBA Nº 14,Córdoba,Protocolo 21,4055,82,PICK-UP CABINA DOBLE,4055,FIAT,4055,TORO FREEDOM 1.8 16V 4X2 AT6,4055,Privado,Física,CORDOBA,CORDOBA,Masculino,4055,ARGENTINA,4055,4055,ARG
COMUNICACIÓN DE RECUPERO,2022-01-13 00:00:00,2016-02-26 00:00:00,1043,LA PLATA Nº 01,Buenos Aires,Protocolo 21,1043,82,PICK-UP CABINA DOBLE,1043,VOLKSWAGEN,1043,SAVEIRO 1.6L GP,1043,Privado,Jurídica,LA PLATA,BUENOS AIRES,No aplica,1043,No aplica,1043,1043,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2020-07-30 00:00:00,1319,LA MATANZA Nº 15,Buenos Aires,Protocolo 21,1319,82,PICK-UP CABINA DOBLE,1319,CHEVROLET,1319,S10 2.8TD 4X2 LT,1319,Privado,Física,GONZÁLEZ CATÁN,BUENOS AIRES,Masculino,1319,ARGENTINA,1319,1319,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2014-03-17 00:00:00,1309,MERLO Nº 5,Buenos Aires,Protocolo 21,1309,82,PICK-UP CABINA DOBLE,1309,CHEVROLET,1309,S10 2.8TD 4X2 LS,1309,Privado,Física,CIUDAD DE LIBERTAD,BUENOS AIRES,No identificado,1309,ARGENTINA,1309,1309,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2010-10-05 00:00:00,1216,QUILMES Nº 7,Buenos Aires,Protocolo 21,1216,82,PICK-UP CABINA DOBLE,1216,MITSUBISHI,1216,L200 TRITON HPE 3.2 CR,1216,Privado,Física,QUILMES OESTE,BUENOS AIRES,Masculino,1216,ARGENTINA,1216,1216,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2009-11-13 00:00:00,1234,ADROGUE Nº 4,Buenos Aires,Protocolo 21,1234,82,PICK-UP CABINA DOBLE,1234,CHEVROLET,1234,S10 2.8TDI DLX 4X2 ELECTRONIC CD,1234,Privado,Física,BURZACO,BUENOS AIRES,Masculino,1234,ARGENTINA,1234,1234,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2017-10-17 00:00:00,1311,LA MATANZA Nº 14,Buenos Aires,Protocolo 21,1311,82,PICK-UP CABINA DOBLE,1311,FIAT,1311,TORO FREEDOM 2.0 16V 4X2,1311,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1311,ARGENTINA,1311,1311,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,2015-01-26 00:00:00,2022,CAPITAL FEDERAL Nº 022,Ciudad Autónoma de Bs.As.,Protocolo 21,2022,82,PICK-UP CABINA DOBLE,2022,FIAT,2022,STRADA ADVENTURE 1.6,2022,Privado,Jurídica,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,No aplica,2022,No aplica,2022,2022,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2013-01-25 00:00:00,4069,RIO CEBALLOS,Córdoba,Protocolo 21,4069,81,PICK-UP CABINA Y MEDIA,4069,VOLKSWAGEN,4069,SAVEIRO 1.6,4069,Privado,Física,UNQUILLO,CORDOBA,Masculino,4069,ARGENTINA,4069,4069,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,2012-06-11 00:00:00,1084,SAN ANTONIO DE ARECO,Buenos Aires,Protocolo 21,1084,81,PICK-UP CABINA Y MED,1084,VOLKSWAGEN,1084,SAVEIRO 1.6,1084,Privado,Física,DUGGAN,BUENOS AIRES,Masculino,1084,ARGENTINA,1084,1084,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2013-07-08 00:00:00,1283,NUEVE DE JULIO Nº 2,Buenos Aires,Protocolo 21,1283,81,PICK-UP CABINA Y MED,1283,VOLKSWAGEN,1283,SAVEIRO 1.6,1283,Privado,Física,NUEVE DE JULIO,BUENOS AIRES,Femenino,1283,ARGENTINA,1283,1283,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-12 00:00:00,2012-02-06 00:00:00,2080,CAPITAL FEDERAL Nº 080,Ciudad Autónoma de Bs.As.,Protocolo 21,2080,80,PICK-UP CABINA SIMPL,2080,FIAT,2080,STRADA WORKING 1.4,2080,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Femenino,2080,ARGENTINA,2080,2080,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2016-06-15 00:00:00,4044,CORDOBA Nº 11,Córdoba,Protocolo 21,4044,80,PICK-UP CABINA SIMPLE,4044,FIAT,4044,STRADA WORKING 1.4,4044,Privado,Física,CORDOBA,CORDOBA,Masculino,4044,ARGENTINA,4044,4044,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,2017-05-10 00:00:00,16013,CIPOLLETTI Nº 2,Río Negro,Protocolo 21,16013,80,PICK-UP CABINA SIMPLE,16013,VOLKSWAGEN,16013,SAVEIRO 1.6,16013,Privado,Física,CIPOLLETTI,RIO NEGRO,Masculino,16013,ARGENTINA,16013,16013,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2012-01-04 00:00:00,1120,LA MATANZA Nº 03,Buenos Aires,Protocolo 21,1120,80,PICK-UP CABINA SIMPL,1120,CHEVROLET,1120,MONTANA SPORT,1120,Privado,Física,GONZÁLEZ CATÁN,BUENOS AIRES,Masculino,1120,ARGENTINA,1120,1120,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2010-03-05 00:00:00,1226,LA MATANZA Nº 09,Buenos Aires,Importado,1226,80,PICK-UP CABINA SIMPLE,1226,KIA,1226,K2500,1226,Privado,Física,GONZALEZ CATAN,BUENOS AIRES,No identificado,1226,ARGENTINA,1226,1226,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2009-01-07 00:00:00,1124,LANUS Nº 9,Buenos Aires,Nacional,1124,7,SEDAN 5 PTAS,1124,VOLKSWAGEN,1124,FOX 1.6 5P,1124,Privado,Física,REMEDIOS DE ESCALADA,BUENOS AIRES,No identificado,1124,ARGENTINA,1124,1124,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2003-06-10 00:00:00,1189,FLORENCIO VARELA Nº 2,Buenos Aires,Protocolo 21,1189,55,UTILITARIO,1189,FIAT,1189,UNO S CARGO,1189,Privado,Física,FLORENCIO VARELA,BUENOS AIRES,Masculino,1189,ARGENTINA,1189,1189,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2000-11-22 00:00:00,1192,MORON Nº 07,Buenos Aires,Nacional,1192,41,FAMILIAR,1192,CITROEN,1192,FAM DW8 PLC,1192,Privado,Física,ITUZAINGÓ,BUENOS AIRES,Masculino,1192,ARGENTINA,1192,1192,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2002-04-10 00:00:00,1078,LA MATANZA Nº 01,Buenos Aires,Nacional,1078,41,FAMILIAR,1078,RENAULT,1078,TRAFIC LARGO DIE.DA (F8Q),1078,Privado,Física,SAN JUSTO,BUENOS AIRES,Masculino,1078,ARGENTINA,1078,1078,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2008-06-11 00:00:00,1077,QUILMES Nº 1,Buenos Aires,Nacional,1077,41,FAMILIAR,1077,PEUGEOT,1077,PARTNER FURGON D PLC CONFORT,1077,Privado,Física,BERNAL,BUENOS AIRES,Masculino,1077,ARGENTINA,1077,1077,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2005-09-21 00:00:00,4041,CORDOBA Nº 09,Córdoba,Nacional,4041,41,FAMILIAR,4041,CITROEN,4041,BERLINGO 1.9D PACK PLC,4041,Privado,Física,CORDOBA,CORDOBA,Masculino,4041,ARGENTINA,4041,4041,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2009-04-24 00:00:00,1062,MERLO Nº 1,Buenos Aires,Nacional,1062,41,FAMILIAR,1062,RENAULT,1062,KANGOO GRAND CONFORT 1.5 DCI 2P,1062,Privado,Física,MERLO,BUENOS AIRES,Femenino,1062,ARGENTINA,1062,1062,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2012-06-28 00:00:00,2068,CAPITAL FEDERAL Nº 068,Ciudad Autónoma de Bs.As.,Nacional,2068,41,FAMILIAR,2068,RENAULT,2068,KANGOO CONFORT 1.6 CD AA DA SVT1PL(600KG),2068,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2068,ARGENTINA,2068,2068,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,1999-10-13 00:00:00,1230,ESCOBAR Nº 2,Buenos Aires,Nacional,1230,41,FAMILIAR,1230,RENAULT,1230,KANGOO RL EXPRESS,1230,Privado,Física,MAQUINISTA F. SAVIO ESTE,BUENOS AIRES,Masculino,1230,ARGENTINA,1230,1230,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,2001-01-03 00:00:00,1210,ESTEBAN ECHEVERRIA Nº 3,Buenos Aires,Nacional,1210,41,FAMILIAR,1210,RENAULT,1210,KANGOO RL DIE DA,1210,Privado,Física,MONTE GRANDE,BUENOS AIRES,Masculino,1210,ARGENTINA,1210,1210,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,1999-09-24 00:00:00,1273,MORENO Nº 4,Buenos Aires,Nacional,1273,41,FAMILIAR,1273,RENAULT,1273,KANGOO RL EXPRESS DIE DA,1273,Privado,Física,MORENO,BUENOS AIRES,No identificado,1273,ARGENTINA,1273,1273,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2018-11-26 00:00:00,1126,MAR DEL PLATA Nº 04,Buenos Aires,Nacional,1126,40,TODO TERRENO,1126,TOYOTA,1126,SW4 4X4 SRX 2.8 TDI 6 M/T 7A,1126,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Femenino,1126,ARGENTINA,1126,1126,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2013-09-17 00:00:00,21056,ROSARIO Nº 13,Santa Fe,Nacional,21056,40,TODO TERRENO,21056,TOYOTA,21056,HILUX SW4 4X4 SRV 3.0 TDI 5 A/T C/CUERO,21056,Privado,Física,ROSARIO,SANTA FE,No identificado,21056,ARGENTINA,21056,21056,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,2018-09-06 00:00:00,1001,ADROGUE Nº 1,Buenos Aires,Nacional,1001,40,TODO TERRENO,1001,TOYOTA,1001,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,1001,Privado,Física,RAFAEL CALZADA,BUENOS AIRES,Masculino,1001,ARGENTINA,1001,1001,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2017-12-22 00:00:00,15014,VILLA LA ANGOSTURA,Neuquén,Nacional,15014,40,TODO TERRENO,15014,TOYOTA,15014,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,15014,Privado,Física,HUEMUL,NEUQUEN,Masculino,15014,ARGENTINA,15014,15014,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,1999-11-10 00:00:00,1124,LANUS Nº 9,Buenos Aires,Nacional,1124,40,TODO TERRENO,1124,JEEP,1124,GRAND CHEROKEE LAREDO,1124,Privado,Física,R. DE ESCALADA,BUENOS AIRES,Femenino,1124,PERU,1124,1124,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2021-03-26 00:00:00,1138,OLIVOS Nº 04,Buenos Aires,Nacional,1138,40,TODO TERRENO,1138,TOYOTA,1138,SW4 4X4 SRX 2.8 TDI 6 AT 7A,1138,Privado,Jurídica,VICENTE LÓPEZ,BUENOS AIRES,No aplica,1138,No aplica,1138,1138,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2016-07-12 00:00:00,21038,ARROYO SECO Nº 1,Santa Fe,Nacional,21038,40,TODO TERRENO,21038,TOYOTA,21038,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,21038,Privado,Física,ARROYO SECO,SANTA FE,Masculino,21038,ARGENTINA,21038,21038,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2009-09-29 00:00:00,4059,CORDOBA Nº 16,Córdoba,Nacional,4059,40,TODO TERRENO,4059,TOYOTA,4059,HILUX SW4 4X4 SRV 3.O TDI C/CUERO,4059,Privado,Física,CORDOBA,CORDOBA,Masculino,4059,ARGENTINA,4059,4059,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-31 00:00:00,2020-10-15 00:00:00,9001,CLORINDA,Formosa,Nacional,9001,40,TODO TERRENO,9001,TOYOTA,9001,SW4 4X4 SRX 2.8 TDI 6 M/T 7A,9001,Privado,Física,CLORINDA,FORMOSA,Masculino,9001,ARGENTINA,9001,9001,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-05 00:00:00,2020-10-27 00:00:00,1043,LA PLATA Nº 01,Buenos Aires,Nacional,1043,40,TODO TERRENO,1043,TOYOTA,1043,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,1043,Privado,Física,LA PLATA,BUENOS AIRES,Masculino,1043,ARGENTINA,1043,1043,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2020-01-16 00:00:00,16014,SAN CARLOS DE BARILOCHE Nº 3,Río Negro,Nacional,16014,40,TODO TERRENO,16014,TOYOTA,16014,SW4 4X4 SRX 2.8 TDI 6 M/T 7A,16014,Privado,Física,SAN CARLOS DE BARILOCHE,RIO NEGRO,No identificado,16014,ARGENTINA,16014,16014,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,2017-01-12 00:00:00,15004,NEUQUEN Nº 2,Neuquén,Nacional,15004,40,TODO TERRENO,15004,TOYOTA,15004,SW4 4X4 SRX 2.8 TDI 6 A/T 7A,15004,Privado,Física,NEUQUÉN,NEUQUEN,Masculino,15004,ARGENTINA,15004,15004,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2011-01-07 00:00:00,15009,CHOS MALAL,Neuquén,Nacional,15009,40,TODO TERRENO,15009,TOYOTA,15009,HILUX SW4 4X4 SRV 3.0 TDI A/T C/CUERO,15009,Privado,Física,BUTA RANQUIL,NEUQUEN,No identificado,15009,ARGENTINA,15009,15009,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2018-12-17 00:00:00,10005,LIB.GRAL.SAN MARTIN,Jujuy,Nacional,10005,40,TODO TERRENO,10005,TOYOTA,10005,SW4 4X4 SRX 2.8 TDI 6 M/T 7A,10005,Privado,Física,CALILEGUA,JUJUY,Femenino,10005,ARGENTINA,10005,10005,ARG
COMUNICACIÓN DE RECUPERO,2022-01-05 00:00:00,2014-02-13 00:00:00,21022,SAN LORENZO Nº 1,Santa Fe,Nacional,21022,40,TODO TERRENO,21022,TOYOTA,21022,SW4 4X4 SRV 3.0 TDI 5AT CUERO-A4,21022,Privado,Física,CAPITAN BERMUDEZ,SANTA FE,Masculino,21022,BOLIVIA,21022,21022,BOL
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-07 00:00:00,1997-10-01 00:00:00,2055,CAPITAL FEDERAL Nº 055,Ciudad Autónoma de Bs.As.,Nacional,2055,36,SEDAN 3 PUERTAS,2055,VOLKSWAGEN,2055,GOL CLI,2055,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2055,ARGENTINA,2055,2055,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,1996-12-20 00:00:00,1188,LA PLATA Nº 07,Buenos Aires,Nacional,1188,36,SEDAN 3 PUERTAS,1188,VOLKSWAGEN,1188,GOL GLD,1188,Privado,Física,LA PLATA,BUENOS AIRES,Femenino,1188,ARGENTINA,1188,1188,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-18 00:00:00,1999-06-22 00:00:00,1242,MAR DEL PLATA Nº 11,Buenos Aires,Nacional,1242,36,SEDAN 3 PUERTAS,1242,VOLKSWAGEN,1242,GOL MI,1242,Privado,Física,MAR DEL PLATA,BUENOS AIRES,Masculino,1242,ARGENTINA,1242,1242,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-27 00:00:00,1994-01-04 00:00:00,1282,LOMAS DE ZAMORA Nº 9,Buenos Aires,Nacional,1282,36,SEDAN 3 PUERTAS,1282,VOLKSWAGEN,1282,GOL GL,1282,Privado,Física,BOEDO,BUENOS AIRES,Masculino,1282,ARGENTINA,1282,1282,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-20 00:00:00,1999-11-15 00:00:00,1293,PILAR Nº 4,Buenos Aires,Nacional,1293,36,SEDAN 3 PUERTAS,1293,VOLKSWAGEN,1293,GOL MI,1293,Privado,Física,LA LONJA,BUENOS AIRES,Femenino,1293,ARGENTINA,1293,1293,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-19 00:00:00,1992-03-19 00:00:00,1181,TRES DE FEBRERO Nº 4,Buenos Aires,Protocolo 21,1181,34,PICK-UP,1181,VOLKSWAGEN,1181,SAVEIRO CLD,1181,Privado,Física,VILLA BOSCH,BUENOS AIRES,Masculino,1181,ARGENTINA,1181,1181,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,1992-06-17 00:00:00,1144,QUILMES Nº 3,Buenos Aires,Protocolo 21,1144,34,SEDAN 4 PUERTAS,1144,SUZUKI SWIFT SEDAN NLX,1144,SEL634NL1AB61 (SF 416 NLX),1144,Privado,Física,QUILMES,BUENOS AIRES,Femenino,1144,ARGENTINA,1144,1144,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-24 00:00:00,2014-09-10 00:00:00,1130,GENERAL RODRIGUEZ Nº 1,Buenos Aires,Nacional,1130,31,SEMIRREMOLQUE,1130,SOLA Y BRUSA,1130,BDAS. VOLC. 3 EJES- 1 DESPLAZ. SUSP. NEUM. DIREC.,1130,Privado,Física,GRAL RODRIGUEZ,BUENOS AIRES,Femenino,1130,ARGENTINA,1130,1130,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,1994-03-25 00:00:00,2047,CAPITAL FEDERAL Nº 047,Ciudad Autónoma de Bs.As.,Nacional,2047,31,SEMIREMOLQUE FURGON TERMICO,2047,AST-PRA,2047,FRP-ST-H3,2047,Privado,Física,C.AUTONOMA DE BS.AS,C.AUTONOMA DE BS.AS,Masculino,2047,ARGENTINA,2047,2047,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-28 00:00:00,1998-04-23 00:00:00,1220,AVELLANEDA Nº 6,Buenos Aires,Nacional,1220,31,SEMIRREMOLQUE,1220,SALTO,1220,SRP,1220,Privado,Física,VILLA DOMINICO - AVELLANEDA,BUENOS AIRES,No identificado,1220,ARGENTINA,1220,1220,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-21 00:00:00,2018-06-28 00:00:00,1289,QUILMES Nº 9,Buenos Aires,Nacional,1289,31,SEMIRREMOLQUE,1289,SALTO,1289,SRBVT3E,1289,Privado,Jurídica,EZPELETA,BUENOS AIRES,No aplica,1289,No aplica,1289,1289,
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2008-10-30 00:00:00,13010,MENDOZA Nº 04,Mendoza,Protocolo 21,13010,30,FURGONETA,13010,FIAT,13010,FIORINO FIRE 1242 MPI 8V,13010,Privado,Física,LOS CORRALITOS,MENDOZA,Masculino,13010,ARGENTINA,13010,13010,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-06 00:00:00,2011-01-26 00:00:00,1115,MORON Nº 01,Buenos Aires,Protocolo 21,1115,30,FURGONETA,1115,FIAT,1115,FIORINO FIRE 1242 MPI 8V,1115,Privado,Física,MORON,BUENOS AIRES,Masculino,1115,ARGENTINA,1115,1115,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2007-10-09 00:00:00,1113,SAN VICENTE,Buenos Aires,Protocolo 21,1113,30,FURGONETA,1113,FIAT,1113,FIORINO FIRE 1242 MPI 8V,1113,Privado,Física,GUERNICA,BUENOS AIRES,Femenino,1113,ARGENTINA,1113,1113,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2009-01-12 00:00:00,1152,LA MATANZA Nº 04,Buenos Aires,Protocolo 21,1152,30,FURGONETA,1152,FIAT,1152,FIORINO FIRE 1242 MPI 8V,1152,Privado,Física,ISIDRO CASANOVA,BUENOS AIRES,Masculino,1152,ARGENTINA,1152,1152,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-26 00:00:00,2001-11-02 00:00:00,1175,LANUS Nº 5,Buenos Aires,Protocolo 21,1175,30,FURGONETA,1175,FIAT,1175,FIORINO 1.7 DIESEL,1175,Privado,Física,REMEDIOS DE ESCALADA,BUENOS AIRES,Masculino,1175,ARGENTINA,1175,1175,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-17 00:00:00,2006-12-01 00:00:00,4045,CORDOBA Nº 12,Córdoba,Protocolo 21,4045,30,FURGONETA,4045,FIAT,4045,FIORINO FIRE 1242 MPI 8V,4045,Privado,Física,CORDOBA CAPITAL,CORDOBA,Femenino,4045,ARGENTINA,4045,4045,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-13 00:00:00,2001-04-06 00:00:00,1145,QUILMES Nº 4,Buenos Aires,Importado,1145,30,FURGONETA,1145,FORD,1145,COURIER,1145,Privado,Física,BERNAL,BUENOS AIRES,Femenino,1145,ARGENTINA,1145,1145,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2016-01-18 00:00:00,4069,RIO CEBALLOS,Córdoba,Protocolo 21,4069,30,FURGONETA,4069,FIAT,4069,NUEVO FIORINO 1.4 8V,4069,Privado,Física,RIO CEBALLOS,CORDOBA,Masculino,4069,ARGENTINA,4069,4069,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-25 00:00:00,2017-12-18 00:00:00,1146,MERLO Nº 2,Buenos Aires,Protocolo 21,1146,30,FURGONETA,1146,FIAT,1146,NUEVO FIORINO 1.4 8V,1146,Privado,Física,MERLO,BUENOS AIRES,Masculino,1146,ARGENTINA,1146,1146,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-10 00:00:00,2008-01-08 00:00:00,1065,MORON Nº 02,Buenos Aires,Protocolo 21,1065,30,FURGONETA,1065,FIAT,1065,FIORINO FIRE 1242 MPI 8V,1065,Privado,Física,MORON,BUENOS AIRES,Femenino,1065,ARGENTINA,1065,1065,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-04 00:00:00,2008-09-25 00:00:00,1065,MORON Nº 02,Buenos Aires,Protocolo 21,1065,30,FURGONETA,1065,FIAT,1065,FIORINO FIRE 1242 MPI 8V,1065,Privado,Física,MORON,BUENOS AIRES,Femenino,1065,ARGENTINA,1065,1065,ARG
DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA,2022-01-14 00:00:00,2001-09-21 00:00:00,1147,LOMAS DE ZAMORA Nº 3,Buenos Aires,Importado,1147,30,FURGONETA,1147,FIAT,1147,FIORINO 1.7 DIESEL,1147,Privado,Física,VILLA ALBERTINA,BUENOS AIRES,Masculino,1147,ARGENTINA,1147,1147,ARG
